date,revenue,quantity,category
2020-06-03,16513.55,5,Electric Bike
2024-03-20,7158.56,4,Mountain Bike
2024-04-18,15947.72,4,Mountain Bike
2020-03-20,3172.36,4,BMX
2021-12-23,12011.55,3,Electric Bike
2022-05-06,12783.85,5,Mountain Bike
2020-12-14,638.56,1,BMX
2023-08-07,4175.12,2,Hybrid Bike
2024-06-19,7592.6,2,Folding Bike
2020-02-29,14079.400000000001,5,Folding Bike
2022-06-02,22033.55,5,Hybrid Bike
2021-12-01,6199.36,4,Cruiser
2024-08-18,3203.2,4,Road Bike
2021-05-29,8389.56,4,Cruiser
2021-05-04,2080.3,2,Hybrid Bike
2023-01-15,3139.06,1,Hybrid Bike
2024-02-23,7901.969999999999,3,Folding Bike
2023-07-10,6742.96,2,BMX
2020-05-02,1523.98,2,Road Bike
2022-11-09,9363.88,2,Folding Bike
2022-05-19,4563.86,1,Electric Bike
2023-02-06,7450.549999999999,5,Folding Bike
2021-04-06,14046.25,5,Folding Bike
2022-03-17,1371.22,2,Cruiser
2022-04-05,9968.8,4,Hybrid Bike
2020-09-14,9726.94,2,Hybrid Bike
2021-09-18,2805.78,1,Electric Bike
2024-01-27,9239.74,2,Road Bike
2023-10-30,3499.18,2,Cruiser
2021-06-25,4039.3,2,Mountain Bike
2020-08-10,8342.48,2,Hybrid Bike
2021-03-03,8923.05,5,Road Bike
2020-05-12,3110.03,1,Hybrid Bike
2021-11-20,14205.2,5,Mountain Bike
2020-07-12,762.46,2,Hybrid Bike
2022-12-22,12960.12,4,Hybrid Bike
2021-12-08,15681.76,4,Electric Bike
2023-11-17,11633.789999999999,3,BMX
2023-06-14,12238.95,5,Hybrid Bike
2020-08-21,4105.59,3,Mountain Bike
2020-09-16,15795.0,5,Road Bike
2023-05-09,5405.1,3,Folding Bike
2022-01-29,4445.26,1,Cruiser
2023-05-17,17284.4,4,Mountain Bike
2024-09-05,20451.15,5,Cruiser
2021-10-05,11136.869999999999,3,Mountain Bike
2023-09-26,1387.75,5,Folding Bike
2023-03-03,9995.05,5,Cruiser
2021-02-18,12122.85,5,Electric Bike
2020-11-17,15824.08,4,Folding Bike
2020-11-23,12066.599999999999,3,Hybrid Bike
2022-07-16,8318.82,2,Cruiser
2022-09-19,5214.84,3,Mountain Bike
2021-06-12,9608.4,4,Hybrid Bike
2023-05-10,2893.92,2,Road Bike
2021-11-28,3499.96,2,Electric Bike
2021-09-21,5013.7,2,Electric Bike
2024-08-28,5978.400000000001,5,Electric Bike
2023-09-07,18174.24,4,Cruiser
2020-12-26,10465.59,3,Cruiser
2021-01-01,2339.41,1,BMX
2022-11-08,10328.58,3,Electric Bike
2023-08-01,9715.76,4,Cruiser
2024-04-12,4467.29,1,Hybrid Bike
2022-10-22,10323.04,4,BMX
2022-04-12,4881.9,3,Cruiser
2021-10-07,6742.24,4,Electric Bike
2020-02-13,1211.76,4,Mountain Bike
2020-12-16,647.32,2,Folding Bike
2021-07-19,18962.75,5,BMX
2023-09-02,2524.96,1,Folding Bike
2021-07-30,7837.12,4,Electric Bike
2020-04-05,3327.09,1,Hybrid Bike
2022-01-06,4139.04,1,Mountain Bike
2024-02-08,813.66,1,Folding Bike
2024-07-31,7716.86,2,Road Bike
2022-04-10,3316.52,4,Road Bike
2024-08-21,7524.4,4,Mountain Bike
2020-05-06,2004.19,1,Electric Bike
2021-11-21,9962.8,5,Electric Bike
2020-05-09,20099.55,5,Folding Bike
2021-03-27,3450.76,2,Road Bike
2024-03-02,5429.36,2,Cruiser
2023-04-06,7149.96,4,Hybrid Bike
2023-05-11,4656.15,3,Electric Bike
2023-05-06,1739.4,1,BMX
2021-02-06,1991.71,1,Folding Bike
2023-08-23,1001.88,2,Electric Bike
2024-09-18,7610.76,3,Folding Bike
2023-01-11,15518.85,5,Hybrid Bike
2020-01-25,3051.89,1,BMX
2021-02-20,15621.36,4,Cruiser
2022-09-27,6974.25,3,Electric Bike
2023-09-29,3995.7,1,Road Bike
2022-03-12,4187.44,4,Folding Bike
2020-12-29,14038.0,5,Folding Bike
2022-05-05,7973.84,4,Hybrid Bike
2024-04-02,788.28,1,Folding Bike
2023-10-13,6086.56,2,Road Bike
2020-05-30,2033.88,1,Electric Bike
2022-08-28,1930.33,1,BMX
2022-07-27,4557.65,1,Folding Bike
2020-11-05,7447.48,4,Hybrid Bike
2022-12-23,1322.66,2,Road Bike
2024-03-25,4885.61,1,Hybrid Bike
2021-09-02,5932.35,3,Cruiser
2023-08-03,7296.24,4,Road Bike
2021-09-18,1922.75,5,Road Bike
2024-02-23,1258.92,2,Road Bike
2023-09-30,22118.0,5,Cruiser
2024-09-06,2190.48,4,Road Bike
2022-11-17,7548.719999999999,3,Folding Bike
2022-08-02,8285.52,4,BMX
2021-09-04,7576.64,4,Mountain Bike
2022-08-09,8366.32,2,Mountain Bike
2024-05-06,24663.600000000002,5,BMX
2022-04-02,4627.94,2,Electric Bike
2023-03-09,940.6500000000001,3,Road Bike
2022-07-28,7196.82,2,Road Bike
2022-10-06,1352.98,1,Hybrid Bike
2021-12-09,6211.92,4,Cruiser
2021-12-03,10302.66,3,Road Bike
2020-04-07,6622.38,3,BMX
2021-06-06,4058.22,1,Cruiser
2021-12-21,4794.68,1,Electric Bike
2022-08-28,1395.02,2,Folding Bike
2021-08-28,3032.96,1,Folding Bike
2020-12-13,23858.5,5,Electric Bike
2023-12-26,12938.4,5,Mountain Bike
2023-07-22,4398.4,2,Hybrid Bike
2023-04-17,21025.100000000002,5,Road Bike
2023-06-11,16730.92,4,Road Bike
2021-05-31,4690.08,2,Electric Bike
2024-03-10,3580.17,3,BMX
2023-08-18,2438.68,1,Electric Bike
2022-03-20,3210.55,5,Electric Bike
2020-10-07,7042.95,5,Folding Bike
2022-12-23,5588.54,2,Folding Bike
2023-03-14,1573.08,1,Cruiser
2023-08-13,5181.21,3,Cruiser
2023-08-18,19205.32,4,Electric Bike
2022-07-02,7889.78,2,BMX
2022-08-08,569.9,1,Cruiser
2020-02-14,1396.35,5,Road Bike
2024-05-30,6479.54,2,BMX
2022-12-04,9960.960000000001,3,Electric Bike
2021-11-05,7100.849999999999,3,Cruiser
2021-01-04,19367.16,4,Road Bike
2021-06-11,8265.36,4,Hybrid Bike
2022-10-02,4464.8099999999995,3,Cruiser
2020-12-09,10650.66,3,Folding Bike
2022-06-09,3011.04,1,Folding Bike
2024-02-06,4169.5,2,Folding Bike
2023-02-21,1654.92,4,Road Bike
2020-02-12,1588.72,1,Mountain Bike
2020-01-10,9486.46,2,BMX
2022-02-16,8696.94,2,Cruiser
2022-08-22,9643.72,2,Road Bike
2020-07-14,2153.25,1,Hybrid Bike
2021-12-01,14320.53,3,Electric Bike
2024-05-11,5222.65,5,Hybrid Bike
2021-04-12,10770.68,4,Road Bike
2024-01-18,1583.15,1,Cruiser
2023-11-27,4198.32,2,Mountain Bike
2023-03-14,5771.78,2,Road Bike
2023-07-30,7656.84,4,Folding Bike
2022-01-11,3078.98,1,Road Bike
2021-12-06,3055.54,1,Electric Bike
2020-02-14,2003.08,1,Hybrid Bike
2021-09-19,12330.35,5,Hybrid Bike
2022-11-04,10330.050000000001,5,Electric Bike
2023-12-25,9974.2,4,BMX
2023-02-05,6255.599999999999,3,Electric Bike
2024-04-22,5019.54,2,Electric Bike
2021-06-25,6522.45,5,BMX
2023-06-18,6338.8,4,Mountain Bike
2020-07-17,1345.0,2,Folding Bike
2020-09-22,6490.44,2,Road Bike
2023-02-06,9488.86,2,Road Bike
2024-02-21,12338.900000000001,5,Mountain Bike
2021-10-22,1827.04,1,Hybrid Bike
2020-04-01,9350.19,3,Folding Bike
2021-10-27,9099.24,3,Road Bike
2020-10-13,3002.66,1,Road Bike
2024-06-02,16579.100000000002,5,Road Bike
2021-05-01,2702.92,1,Folding Bike
2022-07-03,3292.49,1,Hybrid Bike
2020-05-20,12486.21,3,Electric Bike
2021-06-06,5250.42,3,Hybrid Bike
2023-09-15,24044.3,5,BMX
2021-05-19,21459.899999999998,5,Road Bike
2020-04-29,5088.0,3,BMX
2021-05-14,6348.56,4,Road Bike
2020-02-07,1763.04,1,Cruiser
2024-09-02,12122.92,4,Mountain Bike
2023-08-14,11511.960000000001,3,Cruiser
2023-04-20,10432.68,4,Mountain Bike
2022-12-29,5482.36,4,Road Bike
2021-03-09,5196.6,4,BMX
2020-04-01,15353.16,4,Cruiser
2022-09-15,5472.74,2,Hybrid Bike
2021-11-24,2777.36,4,Cruiser
2020-08-08,9740.72,4,Road Bike
2020-09-28,2325.45,1,Road Bike
2024-06-28,4162.11,3,Cruiser
2020-04-30,2668.64,4,BMX
2020-11-07,1757.94,2,Cruiser
2022-01-08,15529.55,5,Electric Bike
2021-09-29,5624.98,2,Road Bike
2024-06-30,2349.27,3,Cruiser
2023-01-08,13198.98,3,Cruiser
2024-06-14,3229.57,1,Folding Bike
2023-05-03,10895.150000000001,5,Folding Bike
2021-03-14,1944.72,1,Electric Bike
2020-05-16,1125.24,3,BMX
2020-06-14,3419.0,2,Road Bike
2021-01-21,22265.300000000003,5,Electric Bike
2022-07-27,3639.9,1,BMX
2023-11-18,3361.22,1,Cruiser
2021-08-16,821.94,1,Hybrid Bike
2020-04-19,11445.68,4,Cruiser
2020-03-30,11624.72,4,Hybrid Bike
2023-07-03,2682.58,1,Hybrid Bike
2020-09-09,24816.75,5,Mountain Bike
2021-05-09,3574.25,5,Electric Bike
2022-03-27,2916.52,4,Folding Bike
2021-06-27,12010.16,4,Electric Bike
2020-03-09,13397.79,3,Road Bike
2020-10-26,2646.03,1,Road Bike
2021-01-19,5728.3,5,Mountain Bike
2023-12-10,4021.54,2,Road Bike
2022-10-19,10467.539999999999,3,Road Bike
2022-02-24,2419.15,5,Hybrid Bike
2021-07-08,21050.2,5,Electric Bike
2024-01-15,1801.54,1,Hybrid Bike
2020-04-27,19822.6,5,Road Bike
2022-05-29,4420.63,1,Mountain Bike
2024-03-16,15682.650000000001,5,Road Bike
2024-08-18,15228.36,4,BMX
2022-11-05,8349.92,2,Road Bike
2020-04-22,2377.38,3,Hybrid Bike
2021-02-23,4125.98,1,BMX
2021-07-27,8874.18,3,BMX
2022-06-14,2722.05,1,Road Bike
2020-05-11,17684.05,5,Cruiser
2021-10-13,4598.18,1,Cruiser
2022-12-20,3436.55,1,BMX
2020-10-30,464.9,1,Road Bike
2023-03-09,4523.75,5,Electric Bike
2023-03-27,16073.28,4,Road Bike
2023-02-05,3695.2,2,BMX
2021-03-28,4413.4,5,Road Bike
2023-04-07,1817.96,4,Electric Bike
2023-11-23,2299.77,1,Cruiser
2020-05-19,3148.98,1,Road Bike
2020-06-02,9645.45,3,BMX
2023-07-06,11600.4,5,BMX
2021-01-18,6572.32,4,Hybrid Bike
2021-11-24,3822.34,1,Cruiser
2021-06-17,8156.280000000001,3,Folding Bike
2022-02-15,1006.0,2,Folding Bike
2023-06-13,1383.93,1,Road Bike
2022-10-04,17822.449999999997,5,Cruiser
2021-03-05,536.74,1,Electric Bike
2023-06-20,10846.26,3,Mountain Bike
2022-04-26,287.69,1,Hybrid Bike
2022-10-06,1563.82,1,Folding Bike
2021-03-21,1779.56,1,Road Bike
2021-10-12,10210.05,3,Road Bike
2021-12-04,2550.65,1,Hybrid Bike
2024-07-17,4667.82,3,Road Bike
2020-07-09,5281.36,4,Folding Bike
2020-02-28,7554.55,5,Cruiser
2020-11-17,2373.4,5,Hybrid Bike
2021-10-01,9361.23,3,BMX
2021-10-17,16190.32,4,BMX
2023-03-03,3544.94,2,Electric Bike
2020-02-19,18385.76,4,Electric Bike
2022-10-16,9875.12,2,Folding Bike
2022-11-01,12098.199999999999,5,BMX
2020-06-26,4083.64,2,Folding Bike
2022-01-26,12488.07,3,Folding Bike
2021-05-27,4640.46,1,Road Bike
2023-12-04,10212.57,3,Hybrid Bike
2023-07-22,22977.199999999997,5,Folding Bike
2022-03-09,8624.22,2,Folding Bike
2021-09-17,17897.68,4,Electric Bike
2021-10-01,12244.8,3,Hybrid Bike
2023-04-13,1763.2,2,Hybrid Bike
2020-02-21,2013.34,1,Hybrid Bike
2023-04-07,1158.32,4,Road Bike
2023-07-16,8674.17,3,Road Bike
2020-03-06,5537.68,4,Hybrid Bike
2022-03-21,10953.84,3,Road Bike
2021-11-11,8075.06,2,Hybrid Bike
2021-04-01,17911.55,5,Mountain Bike
2022-07-17,3096.9,2,Hybrid Bike
2023-08-18,5087.46,3,Electric Bike
2023-01-07,8068.85,5,Mountain Bike
2021-08-09,8081.3099999999995,3,BMX
2020-03-08,1270.32,1,Electric Bike
2020-09-28,1840.3500000000001,3,Road Bike
2024-01-06,7263.5,5,BMX
2020-08-24,12207.119999999999,3,Mountain Bike
2022-01-03,14393.46,3,Folding Bike
2021-03-15,15430.599999999999,5,Folding Bike
2023-12-25,14496.24,3,Folding Bike
2022-11-24,15157.88,4,BMX
2021-04-13,16216.800000000001,5,Mountain Bike
2023-07-05,11391.65,5,BMX
2024-09-11,2581.75,5,Mountain Bike
2023-12-13,7175.6,2,Road Bike
2022-10-23,5590.32,3,Cruiser
2022-07-10,10584.76,4,Road Bike
2021-07-06,16179.949999999999,5,Hybrid Bike
2024-01-05,761.37,1,Cruiser
2020-07-14,8460.84,4,Mountain Bike
2020-07-16,5775.54,2,BMX
2020-04-12,4612.97,1,Road Bike
2022-05-24,1320.09,3,Folding Bike
2023-01-17,3624.6,5,Cruiser
2022-07-31,2022.83,1,Electric Bike
2020-06-01,904.62,1,BMX
2022-07-15,13605.85,5,BMX
2022-01-28,346.09,1,Folding Bike
2022-01-22,6047.14,2,Mountain Bike
2021-07-02,6381.15,5,BMX
2022-09-20,773.3,1,BMX
2020-08-08,6531.74,2,Mountain Bike
2023-08-10,276.12,1,Folding Bike
2023-04-09,24586.5,5,Electric Bike
2021-09-22,5064.4800000000005,3,Electric Bike
2022-04-15,594.87,1,BMX
2022-05-18,8835.74,2,Folding Bike
2021-03-23,8104.32,2,Hybrid Bike
2020-08-08,4820.59,1,Cruiser
2024-01-07,3939.56,1,Folding Bike
2024-05-18,19858.76,4,BMX
2020-02-01,721.93,1,Electric Bike
2022-01-05,4710.49,1,Mountain Bike
2020-06-04,6748.6,2,Mountain Bike
2021-05-20,8845.17,3,Electric Bike
2020-09-08,9761.34,2,BMX
2020-05-14,13969.050000000001,3,Cruiser
2021-08-15,17828.05,5,BMX
2023-03-09,3943.3500000000004,3,Road Bike
2023-01-04,3987.47,1,Mountain Bike
2023-03-13,14471.24,4,BMX
2023-10-29,19552.52,4,Hybrid Bike
2023-08-12,5602.150000000001,5,Hybrid Bike
2022-02-11,13734.810000000001,3,Road Bike
2022-11-18,2740.0,5,BMX
2020-01-16,11622.9,5,Cruiser
2022-12-16,15677.96,4,Hybrid Bike
2023-03-14,15821.35,5,Hybrid Bike
2021-09-16,4612.88,4,Mountain Bike
2023-10-08,5645.1,2,Hybrid Bike
2021-01-12,1025.57,1,Road Bike
2021-12-31,11869.650000000001,3,Mountain Bike
2024-09-06,7597.710000000001,3,Electric Bike
2020-12-11,7038.56,2,BMX
2023-08-07,3892.66,1,Folding Bike
2023-10-12,4327.5,2,Mountain Bike
2021-12-12,5219.92,2,Electric Bike
2021-02-06,1641.24,4,Electric Bike
2020-12-02,7494.36,3,Hybrid Bike
2021-12-02,3275.76,1,Folding Bike
2022-12-05,6101.72,4,Folding Bike
2024-04-01,14655.45,5,Road Bike
2024-01-12,8538.24,3,Folding Bike
2020-09-16,1504.48,1,Hybrid Bike
2021-02-09,13674.329999999998,3,Folding Bike
2022-11-06,953.46,1,Mountain Bike
2020-06-10,12483.52,4,Electric Bike
2021-09-26,6216.4,4,Electric Bike
2023-05-14,11743.64,4,Cruiser
2022-06-03,14191.44,4,Hybrid Bike
2020-02-06,696.68,1,Cruiser
2022-05-10,1358.21,1,Road Bike
2022-03-24,24982.449999999997,5,Cruiser
2023-10-23,1824.97,1,Cruiser
2021-03-25,6475.77,3,Folding Bike
2024-05-28,15911.400000000001,5,Electric Bike
2022-08-26,14730.32,4,Mountain Bike
2021-10-25,9913.59,3,Electric Bike
2023-12-16,9824.36,4,Folding Bike
2023-04-30,6695.2,4,Road Bike
2021-04-19,13086.96,3,Cruiser
2021-04-17,3427.1099999999997,3,Mountain Bike
2020-07-13,7983.0,2,Folding Bike
2024-09-08,12344.68,4,Hybrid Bike
2021-08-30,9290.32,2,Hybrid Bike
2023-03-24,781.22,2,Mountain Bike
2023-01-05,2816.34,1,Electric Bike
2020-10-13,24597.1,5,Cruiser
2020-09-29,8473.34,2,Electric Bike
2024-05-05,1411.34,2,Electric Bike
2020-03-10,3402.45,5,BMX
2020-09-18,5240.7300000000005,3,Cruiser
2021-05-08,14725.380000000001,3,Electric Bike
2021-11-27,14764.619999999999,3,Road Bike
2023-02-19,533.84,2,Hybrid Bike
2023-12-04,14424.72,4,BMX
2020-02-20,4796.15,5,Folding Bike
2023-05-30,10755.28,4,Folding Bike
2020-01-11,4078.62,3,Hybrid Bike
2024-03-07,9566.94,2,BMX
2023-11-25,19199.4,4,Hybrid Bike
2020-11-22,12439.89,3,Hybrid Bike
2021-09-07,14197.08,4,Mountain Bike
2021-10-22,4289.05,1,Folding Bike
2023-09-26,1875.62,2,Hybrid Bike
2022-07-08,7629.6900000000005,3,Electric Bike
2020-01-06,11655.84,4,BMX
2024-09-11,8327.24,2,Road Bike
2024-03-12,1823.36,2,Mountain Bike
2020-08-29,7746.5,5,Mountain Bike
2020-07-28,19936.199999999997,5,Folding Bike
2022-10-13,15441.4,4,Hybrid Bike
2020-09-21,6245.650000000001,5,Folding Bike
2023-10-04,3653.96,4,BMX
2021-07-14,17722.95,5,Folding Bike
2023-08-13,12772.550000000001,5,Folding Bike
2024-07-12,18352.48,4,Cruiser
2023-07-12,11879.65,5,Road Bike
2020-07-02,13168.8,4,Hybrid Bike
2024-04-19,13445.85,5,Electric Bike
2022-07-11,15139.88,4,BMX
2023-12-25,19473.8,4,Hybrid Bike
2021-03-05,10180.05,3,Electric Bike
2022-12-20,2069.68,2,Hybrid Bike
2021-08-26,7917.64,4,Mountain Bike
2022-05-04,15398.25,5,Hybrid Bike
2021-02-06,5466.849999999999,5,Road Bike
2022-11-05,3702.07,1,Electric Bike
2021-06-19,1340.36,2,Electric Bike
2023-02-16,2138.03,1,Mountain Bike
2023-03-30,1736.91,1,Folding Bike
2022-09-30,13154.699999999999,3,Cruiser
2022-10-05,5264.26,2,BMX
2023-03-12,3044.24,2,Cruiser
2024-03-22,19176.84,4,Electric Bike
2021-09-09,9153.14,2,BMX
2021-06-15,3843.64,1,BMX
2022-01-30,4062.4,5,Electric Bike
2021-08-01,24778.4,5,Folding Bike
2024-06-07,13081.36,4,Mountain Bike
2022-09-11,3848.94,1,BMX
2021-05-25,10374.06,3,Electric Bike
2021-12-05,2248.95,3,Road Bike
2022-05-24,4147.16,4,Road Bike
2023-09-07,7462.530000000001,3,Hybrid Bike
2020-09-07,12100.98,3,Mountain Bike
2021-11-17,19832.2,4,Hybrid Bike
2023-11-17,3420.2699999999995,3,Folding Bike
2024-03-25,9469.4,2,Cruiser
2024-04-25,3686.5499999999997,3,Electric Bike
2021-04-24,1579.82,2,Folding Bike
2022-08-20,17360.52,4,Mountain Bike
2021-08-21,327.87,1,Cruiser
2020-09-20,12668.95,5,Folding Bike
2020-05-07,4833.67,1,Electric Bike
2020-02-11,12016.59,3,Electric Bike
2024-03-17,12661.32,3,Folding Bike
2023-11-26,19513.800000000003,5,Electric Bike
2022-01-03,6580.15,5,BMX
2020-10-04,9447.869999999999,3,Cruiser
2023-03-24,7530.56,2,Electric Bike
2024-02-24,6254.62,2,BMX
2021-05-04,800.19,3,Hybrid Bike
2020-01-04,2545.58,1,BMX
2022-03-25,6217.32,4,Folding Bike
2021-02-23,5623.0199999999995,3,Folding Bike
2020-08-23,916.0,1,Road Bike
2023-06-02,7297.48,4,Road Bike
2020-07-22,586.03,1,Hybrid Bike
2023-06-18,8578.72,4,Folding Bike
2023-11-09,4300.25,1,Road Bike
2021-01-29,5250.5,5,Cruiser
2023-09-21,3075.32,2,Electric Bike
2020-12-04,15375.6,4,Road Bike
2023-05-14,4215.09,3,Road Bike
2023-10-27,4620.84,1,Cruiser
2022-05-30,11272.64,4,Road Bike
2020-06-07,3199.22,1,BMX
2021-09-14,5560.650000000001,5,Hybrid Bike
2022-04-27,9236.84,2,Hybrid Bike
2023-09-08,14446.400000000001,5,Hybrid Bike
2021-05-30,4463.59,1,BMX
2020-07-20,2845.1,1,Hybrid Bike
2021-03-29,2749.05,1,Hybrid Bike
2020-02-09,12441.150000000001,3,Electric Bike
2022-11-20,1701.01,1,Hybrid Bike
2020-06-14,3381.4,4,Hybrid Bike
2023-06-11,5534.5,5,Mountain Bike
2022-02-02,16229.36,4,BMX
2021-11-03,263.2,1,Cruiser
2021-02-07,6448.96,4,Cruiser
2022-09-16,20435.050000000003,5,Mountain Bike
2020-10-12,22198.5,5,Road Bike
2022-04-03,16623.44,4,Hybrid Bike
2024-01-14,12950.52,3,Mountain Bike
2023-08-27,7473.88,4,BMX
2023-10-23,2120.4,2,BMX
2020-05-14,8137.28,4,Road Bike
2022-12-03,5527.64,2,Cruiser
2020-11-20,19252.28,4,Road Bike
2021-07-23,3328.38,3,Road Bike
2023-12-09,18094.35,5,Road Bike
2024-04-26,9708.78,3,Hybrid Bike
2022-11-02,7050.12,4,Cruiser
2023-08-12,8509.6,5,BMX
2022-12-13,4897.29,3,Mountain Bike
2024-02-12,9709.3,2,Road Bike
2020-01-15,18788.2,5,BMX
2022-11-24,6285.780000000001,3,Road Bike
2021-08-14,2287.22,1,Cruiser
2022-03-30,4004.54,2,Mountain Bike
2022-10-17,3389.4,4,BMX
2023-11-26,10153.04,4,Cruiser
2020-05-24,3326.06,1,Hybrid Bike
2020-08-31,4178.82,3,Mountain Bike
2020-01-15,9536.82,3,Electric Bike
2024-07-13,7978.150000000001,5,Mountain Bike
2020-09-07,680.37,1,BMX
2022-07-29,4069.6499999999996,3,Folding Bike
2024-01-07,9969.960000000001,3,Road Bike
2021-06-17,5231.13,3,Folding Bike
2021-11-11,12478.64,4,Road Bike
2022-08-07,10819.98,3,Road Bike
2024-03-31,17792.16,4,Hybrid Bike
2020-11-04,6491.18,2,Electric Bike
2023-06-15,3040.08,4,Hybrid Bike
2022-05-06,3516.88,4,Electric Bike
2024-04-19,12628.16,4,Mountain Bike
2022-11-21,4313.18,2,BMX
2023-07-04,12299.849999999999,5,Hybrid Bike
2022-09-17,1758.8,1,Cruiser
2024-01-09,5861.96,4,Hybrid Bike
2020-10-15,1522.3,1,Folding Bike
2024-01-06,11122.16,4,BMX
2024-04-29,3546.92,2,Road Bike
2021-02-26,2402.96,1,Hybrid Bike
2021-04-16,17059.85,5,Mountain Bike
2023-09-02,1741.05,1,Folding Bike
2024-08-19,12732.08,4,Cruiser
2022-08-02,16029.400000000001,5,Folding Bike
2020-07-21,8245.98,2,Cruiser
2021-09-09,12854.0,4,Cruiser
2020-08-20,8493.96,4,Folding Bike
2022-01-09,10627.32,3,BMX
2021-07-08,2462.34,3,Road Bike
2022-02-09,12683.52,3,Mountain Bike
2020-07-25,6838.38,3,Hybrid Bike
2020-02-08,1429.19,1,Folding Bike
2024-07-03,12239.460000000001,3,BMX
2021-05-20,405.74,1,Electric Bike
2021-10-21,4295.96,2,BMX
2021-01-29,14392.380000000001,3,Electric Bike
2021-09-10,6386.07,3,Road Bike
2022-05-09,17682.92,4,Mountain Bike
2024-07-10,9544.1,2,Electric Bike
2022-06-17,6151.08,4,Mountain Bike
2020-11-25,4240.8,1,Road Bike
2020-08-27,4380.48,2,Mountain Bike
2021-05-11,6506.6,2,Mountain Bike
2020-09-17,14824.98,3,Mountain Bike
2022-02-21,10049.28,3,Road Bike
2023-02-01,8965.92,2,Electric Bike
2021-09-19,9355.05,5,Cruiser
2023-05-16,8720.16,4,Hybrid Bike
2023-09-27,10689.8,4,Electric Bike
2021-03-29,8510.5,2,Electric Bike
2020-02-25,3989.31,3,BMX
2023-02-20,5336.34,2,Electric Bike
2021-11-25,3642.5,2,Mountain Bike
2024-08-23,18322.449999999997,5,Hybrid Bike
2022-08-25,16116.72,4,Mountain Bike
2022-10-24,4742.46,1,Road Bike
2024-02-09,1337.3,5,Road Bike
2023-09-20,3110.9,1,Folding Bike
2024-06-19,12896.97,3,Road Bike
2023-12-16,9455.16,3,Electric Bike
2023-11-18,9033.86,2,Hybrid Bike
2023-09-07,4947.05,5,Cruiser
2021-02-15,3286.9,2,Cruiser
2023-02-06,4485.64,1,Hybrid Bike
2020-08-12,1535.3700000000001,3,BMX
2023-05-12,852.39,1,BMX
2024-06-28,8367.050000000001,5,Electric Bike
2023-10-07,7082.799999999999,5,Road Bike
2024-05-18,10576.08,3,BMX
2024-03-29,4280.09,1,Folding Bike
2021-02-18,1316.9,1,Road Bike
2020-08-27,574.36,2,Folding Bike
2021-06-10,6975.96,2,Mountain Bike
2024-01-03,7576.1,5,BMX
2022-04-02,6095.58,3,Hybrid Bike
2024-04-12,6940.6,2,Hybrid Bike
2021-08-16,588.37,1,Cruiser
2021-01-25,6866.52,3,Road Bike
2021-04-26,18587.68,4,Hybrid Bike
2023-11-12,1214.96,2,Hybrid Bike
2024-09-02,7643.52,2,Electric Bike
2021-09-07,3012.58,2,Hybrid Bike
2023-03-05,2234.73,3,BMX
2021-07-07,986.1600000000001,3,Electric Bike
2021-06-28,12229.6,4,Electric Bike
2023-09-01,3662.91,1,BMX
2024-05-26,1843.08,2,Hybrid Bike
2022-10-24,1726.82,2,Cruiser
2023-02-09,1340.3,1,Mountain Bike
2021-01-02,16615.5,5,BMX
2021-01-20,14759.6,5,BMX
2023-05-08,4090.85,5,Cruiser
2020-09-22,4164.15,1,Folding Bike
2021-03-22,3030.3,2,Folding Bike
2024-01-22,3635.44,2,BMX
2020-07-26,8203.16,2,Cruiser
2023-07-04,2507.69,1,Mountain Bike
2020-04-26,6838.83,3,BMX
2022-11-14,2309.72,1,Electric Bike
2021-10-26,11413.32,4,Folding Bike
2024-07-18,8499.34,2,BMX
2021-11-05,7558.4,2,BMX
2022-08-25,10389.949999999999,5,Cruiser
2020-05-28,2434.76,2,Road Bike
2021-11-12,3360.32,4,Mountain Bike
2022-08-24,23369.699999999997,5,Electric Bike
2023-09-20,11265.5,5,Cruiser
2021-03-09,8375.96,2,Hybrid Bike
2024-09-04,9912.39,3,Hybrid Bike
2022-09-12,10151.56,4,Road Bike
2021-08-09,9682.76,2,BMX
2021-10-16,23364.899999999998,5,Folding Bike
2020-10-05,1807.08,2,Hybrid Bike
2024-07-21,833.4,2,Mountain Bike
2022-11-07,7229.73,3,Road Bike
2021-04-28,5891.78,2,Electric Bike
2020-11-26,6710.96,4,Folding Bike
2022-02-02,3133.88,1,Cruiser
2021-06-17,6615.86,2,Hybrid Bike
2024-03-01,13433.369999999999,3,Cruiser
2023-04-22,3624.92,1,BMX
2023-04-11,1539.0,2,Road Bike
2021-12-07,3390.7799999999997,3,Folding Bike
2022-07-02,2707.76,2,Cruiser
2022-07-12,9827.2,2,BMX
2021-10-29,513.6,1,Hybrid Bike
2023-07-06,4487.74,1,Electric Bike
2023-02-19,3119.3,1,BMX
2023-03-08,3710.6099999999997,3,Mountain Bike
2021-06-16,20811.6,5,Mountain Bike
2023-05-09,4423.79,1,Cruiser
2020-02-26,2784.02,2,Mountain Bike
2020-10-19,4612.3,1,Hybrid Bike
2021-06-30,2656.26,2,Cruiser
2023-12-29,8769.03,3,BMX
2023-08-20,7935.36,2,Cruiser
2023-05-17,14868.12,4,Mountain Bike
2020-08-09,14211.72,4,Mountain Bike
2020-06-26,8793.36,4,Mountain Bike
2021-02-18,2950.6499999999996,3,Folding Bike
2022-04-07,9233.2,5,Electric Bike
